FIPS_N,Issuer,Tax_Supported_Debt,Revenue_Supported_Debt,Lease_Purchase_Obligations,Total_Debt_Outstanding, County_Population ,Debt_per_capita,Total_Debt_Outstanding_per_capitastr,Link,Text_for_link
48289,Leon,$0,$0,$0,$0," 16,803 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48291,Liberty,"$18,075,000",$0,$0,"$18,075,000"," 76,571 ",236,$236,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Liberty+County&countysubmit=GO,View Debt Profile
48293,Limestone,$0,$0,"$15,890,000","$15,890,000"," 23,585 ",674,$674,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48295,Lipscomb,"$370,000",$0,$0,"$370,000"," 3,480 ",106,$106,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48297,Live Oak,"$6,935,000",$0,$0,"$6,935,000"," 11,664 ",595,$595,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48299,Llano,"$2,340,000",$0,$0,"$2,340,000"," 19,085 ",123,$123,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48301,Loving,$0,$0,$0,$0, 71 ,0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48303,Lubbock,"$65,315,000",$0,$0,"$65,315,000"," 285,760 ",229,$229,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Lubbock+County&countysubmit=GO,View Debt Profile
48305,Lynn,"$1,610,000",$0,$0,"$1,610,000"," 5,783 ",278,$278,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48313,Madison,"$2,600,000",$0,$0,"$2,600,000"," 13,677 ",190,$190,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48315,Marion,$0,$0,$0,$0," 10,324 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48317,Martin,$0,$0,$0,$0," 5,017 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48319,Mason,"$600,000",$0,$0,"$600,000"," 4,003 ",150,$150,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48321,Matagorda,"$675,000",$0,$0,"$675,000"," 36,547 ",18,$18,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Matagorda+County&countysubmit=GO,View Debt Profile
48323,Maverick,"$31,420,000",$0,"$39,560,000","$70,980,000"," 55,365 ",1282,"$1,282",http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Maverick+County&countysubmit=GO,View Debt Profile
48307,McCulloch,"$1,200,000",$0,$0,"$1,200,000"," 8,313 ",144,$144,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48309,McLennan,"$23,875,000",$0,"$47,465,000","$71,340,000"," 238,707 ",299,$299,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=McLennan+County&countysubmit=GO,View Debt Profile
48311,McMullen,$0,$0,$0,$0, 726 ,0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48325,Medina,"$2,085,000",$0,$0,"$2,085,000"," 46,765 ",45,$45,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Medina+County&countysubmit=GO,View Debt Profile
48327,Menard,"$1,180,000",$0,$0,"$1,180,000"," 2,240 ",527,$527,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48329,Midland,"$27,805,000",$0,$0,"$27,805,000"," 146,645 ",190,$190,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Midland+County&countysubmit=GO,View Debt Profile
48331,Milam,"$6,820,000",$0,$0,"$6,820,000"," 24,157 ",282,$282,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48333,Mills,"$1,430,000",$0,$0,"$1,430,000"," 4,828 ",296,$296,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48335,Mitchell,"$8,040,000",$0,$0,"$8,040,000"," 9,336 ",861,$861,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48337,Montague,"$2,820,000",$0,$0,"$2,820,000"," 19,565 ",144,$144,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48339,Montgomery,"$452,950,000",$0,"$39,045,941","$491,995,941"," 485,047 ",1014,"$1,014",http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Montgomery+County&countysubmit=GO,View Debt Profile
48341,Moore,"$1,730,000",$0,"$290,000","$2,020,000"," 22,313 ",91,$91,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48343,Morris,$0,$0,$0,$0," 12,787 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48345,Motley,$0,$0,$0,$0," 1,202 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48347,Nacogdoches,"$14,315,000",$0,$0,"$14,315,000"," 66,034 ",217,$217,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Nacogdoches+County&countysubmit=GO,View Debt Profile
48349,Navarro,"$1,500,000",$0,$0,"$1,500,000"," 47,979 ",31,$31,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Navarro+County&countysubmit=GO,View Debt Profile
48351,Newton,$0,$0,"$8,735,000","$8,735,000"," 14,200 ",615,$615,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48353,Nolan,"$475,000",$0,$0,"$475,000"," 14,924 ",32,$32,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48355,Nueces,"$108,780,000",$0,$0,"$108,780,000"," 347,691 ",313,$313,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Nueces+County&countysubmit=GO,View Debt Profile
48357,Ochiltree,$0,$0,$0,$0," 10,728 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48359,Oldham,$0,$0,$0,$0, -   ,0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48361,Orange,$0,$0,$0,$0," 82,977 ",0,$0,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Orange+County&countysubmit=GO,View Debt Profile
48363,Palo Pinto,$0,$0,$0,$0," 27,856 ",0,$0,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Palo+Pinto+County&countysubmit=GO,View Debt Profile
48365,Panola,$0,$0,$0,$0," 24,020 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48367,Parker,"$76,939,975",$0,$0,"$76,939,975"," 119,712 ",643,$643,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Parker+County&countysubmit=GO,View Debt Profile
48369,Parmer,"$2,230,000",$0,$0,"$2,230,000"," 10,183 ",219,$219,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48371,Pecos,"$6,035,000",$0,$0,"$6,035,000"," 15,619 ",386,$386,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48373,Polk,"$29,633,000",$0,"$42,095,000","$71,728,000"," 45,656 ",1571,"$1,571",http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Polk+County&countysubmit=GO,View Debt Profile
48375,Potter,"$10,070,000",$0,$0,"$10,070,000"," 122,335 ",82,$82,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Potter+County&countysubmit=GO,View Debt Profile
48377,Presidio,"$2,069,000",$0,$0,"$2,069,000"," 7,525 ",275,$275,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48379,Rains,$0,$0,$0,$0," 10,943 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48381,Randall,"$36,946,158",$0,$0,"$36,946,158"," 125,082 ",295,$295,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Randall+County&countysubmit=GO,View Debt Profile
48383,Reagan,"$365,000",$0,$0,"$365,000"," 3,475 ",105,$105,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48385,Real,$0,$0,$0,$0," 3,369 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48387,Red River,$0,$0,$0,$0," 12,694 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48389,Reeves,$0,$0,"$84,110,000","$84,110,000"," 13,798 ",6096,"$6,096",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48391,Refugio,$0,$0,$0,$0," 7,259 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48393,Roberts,"$830,000",$0,$0,"$830,000", 854 ,972,$972,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48395,Robertson,"$4,170,000",$0,$0,"$4,170,000"," 16,545 ",252,$252,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48397,Rockwall,"$69,920,000",$0,$0,"$69,920,000"," 83,021 ",842,$842,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Rockwall+County&countysubmit=GO,View Debt Profile
48399,Runnels,"$925,000",$0,$0,"$925,000"," 10,449 ",89,$89,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48401,Rusk,"$12,595,000",$0,$0,"$12,595,000"," 54,026 ",233,$233,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Rusk+County&countysubmit=GO,View Debt Profile
48403,Sabine,$0,$0,$0,$0," 10,433 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48405,San Augustine,"$915,000",$0,$0,"$915,000"," 8,818 ",104,$104,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48407,San Jacinto,"$3,925,000",$0,$0,"$3,925,000"," 27,126 ",145,$145,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=San+Jacinto+County&countysubmit=GO,View Debt Profile
48409,San Patricio,"$17,505,000",$0,$0,"$17,505,000"," 65,600 ",267,$267,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=San+Patricio+County&countysubmit=GO,View Debt Profile
48411,San Saba,$0,$0,$0,$0," 6,002 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48413,Schleicher,"$1,440,000",$0,$0,"$1,440,000"," 3,264 ",441,$441,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48415,Scurry,"$18,560,000",$0,$0,"$18,560,000"," 17,126 ",1084,"$1,084",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48417,Shackelford,"$5,750,000",$0,$0,"$5,750,000"," 3,356 ",1713,"$1,713",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48419,Shelby,$0,$0,$0,$0," 26,019 ",0,$0,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Shelby+County&countysubmit=GO,View Debt Profile
48421,Sherman,$0,$0,$0,$0," 3,073 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48423,Smith,"$36,825,000",$0,$0,"$36,825,000"," 214,821 ",171,$171,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Smith+County&countysubmit=GO,View Debt Profile
48425,Somervell,"$13,615,000",$0,$0,"$13,615,000"," 8,598 ",1584,"$1,584",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48427,Starr,"$3,251,053",$0,$0,"$3,251,053"," 61,615 ",53,$53,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Starr+County&countysubmit=GO,View Debt Profile
48429,Stephens,"$8,035,577","$390,000",$0,"$8,425,577"," 9,464 ",890,$890,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48431,Sterling,$0,$0,$0,$0," 1,191 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48433,Stonewall,$0,$0,$0,$0," 1,475 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48435,Sutton,$0,$0,$0,$0," 3,950 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48437,Swisher,$0,$0,$0,$0," 7,891 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48439,Tarrant,"$317,725,000",$0,$0,"$317,725,000"," 1,880,153 ",169,$169,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Tarrant+County&countysubmit=GO,View Debt Profile
48441,Taylor,"$2,340,000",$0,$0,"$2,340,000"," 133,473 ",18,$18,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Taylor+County&countysubmit=GO,View Debt Profile
48443,Terrell,$0,$0,$0,$0, 917 ,0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48445,Terry,"$1,420,000",$0,$0,"$1,420,000"," 12,613 ",113,$113,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48447,Throckmorton,"$420,000",$0,$0,"$420,000"," 1,601 ",262,$262,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48449,Titus,"$148,685,000",$0,$0,"$148,685,000"," 32,663 ",4552,"$4,552",http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Titus+County&countysubmit=GO,View Debt Profile
48451,Tom Green,"$10,475,000",$0,$0,"$10,475,000"," 113,281 ",92,$92,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Tom+Green+County&countysubmit=GO,View Debt Profile
48453,Travis,"$640,994,987",$0,$0,"$640,994,987"," 1,095,584 ",585,$585,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Travis+County&countysubmit=GO,View Debt Profile
48455,Trinity,"$2,020,000",$0,$0,"$2,020,000"," 14,309 ",141,$141,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48457,Tyler,$0,$0,$0,$0," 21,458 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48459,Upshur,"$496,638",$0,$0,"$496,638"," 39,995 ",12,$12,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Upshur+County&countysubmit=GO,View Debt Profile
48461,Upton,"$2,205,000",$0,$0,"$2,205,000"," 3,283 ",672,$672,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48463,Uvalde,"$23,750,000",$0,$0,"$23,750,000"," 26,752 ",888,$888,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Uvalde+County&countysubmit=GO,View Debt Profile
48465,Val Verde,"$34,910,000",$0,$0,"$34,910,000"," 48,705 ",717,$717,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Val+Verde+County&countysubmit=GO,View Debt Profile
48467,Van Zandt,"$10,297,000",$0,$0,"$10,297,000"," 52,427 ",196,$196,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Van+Zandt+County&countysubmit=GO,View Debt Profile
48469,Victoria,"$10,335,000",$0,$0,"$10,335,000"," 89,269 ",116,$116,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Victoria+County&countysubmit=GO,View Debt Profile
48471,Walker,"$20,000,000",$0,$0,"$20,000,000"," 68,408 ",292,$292,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Walker+County&countysubmit=GO,View Debt Profile
48473,Waller,"$705,000",$0,$0,"$705,000"," 44,357 ",16,$16,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Waller+County&countysubmit=GO,View Debt Profile
48475,Ward,$0,$0,$0,$0," 10,879 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48477,Washington,"$4,460,000",$0,$0,"$4,460,000"," 34,093 ",131,$131,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Washington+County&countysubmit=GO,View Debt Profile
48479,Webb,"$64,775,000","$2,595,000",$0,"$67,370,000"," 259,172 ",260,$260,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Webb+County&countysubmit=GO,View Debt Profile
48481,Wharton,"$745,000",$0,$0,"$745,000"," 41,285 ",18,$18,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Wharton+County&countysubmit=GO,View Debt Profile
48483,Wheeler,$0,$0,$0,$0," 5,626 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48485,Wichita,$0,$0,$0,$0," 131,559 ",0,$0,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Wichita+County&countysubmit=GO,View Debt Profile
48487,Wilbarger,$0,$0,$0,$0," 13,258 ",0,$0,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48489,Willacy,$0,"$78,505,000","$25,415,000","$103,920,000"," 22,058 ",4711,"$4,711",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48491,Williamson,"$789,719,942",$0,$0,"$789,719,942"," 456,232 ",1731,"$1,731",http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?Countyname=Williamson+County&countysubmit=GO,View Debt Profile
48493,Wilson,"$585,000",$0,$0,"$585,000"," 44,370 ",13,$13,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Wilson+County&countysubmit=GO,View Debt Profile
48495,Winkler,"$10,380,000",$0,$0,"$10,380,000"," 7,330 ",1416,"$1,416",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48497,Wise,"$6,240,000","$29,000,000",$0,"$35,240,000"," 60,432 ",583,$583,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Wise+County&countysubmit=GO,View Debt Profile
48499,Wood,$0,$0,$0,$0," 42,022 ",0,$0,http://www.texastransparency.org/Special_Features/Debt_at_a_Glance/County.php?countyname=Wood+County&countysubmit=GO,View Debt Profile
48501,Yoakum,"$2,925,000",$0,$0,"$2,925,000"," 8,075 ",362,$362,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48503,Young,"$7,180,000",$0,$0,"$7,180,000"," 18,339 ",392,$392,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48505,Zapata,"$40,626,000",$0,$0,"$40,626,000"," 14,290 ",2843,"$2,843",http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
48507,Zavala,"$1,839,000","$58,780",$0,"$1,897,780"," 11,961 ",159,$159,http://www.brb.state.tx.us/lgs/lgsdbsearch.aspx,Search the Bond Review Board's local government database.
